Dream Weight,Actual Weight,Age,Gender,Duration,Weather Conditions,Exercise Intensity,Height,maximum Heart Rate,Calories to Burn (Kcal)
85.22291683,84.75635961,47,Female,43,Rainy,1,1.6853310185260373,173,66647.44609468056
99.24778291,98.63059584,37,Female,42,Rainy,10,1.9973694012278964,183,763646.1672978105
70.98441952,66.09054453,60,Female,46,Sunny,10,1.4845580777122187,160,579070.2445623116
72.28119249,73.45525134,47,Male,49,Rainy,10,1.9172953812214062,173,845609.1972685653
86.63894748,86.69748746,20,Female,26,Rainy,7,1.850810066693305,200,315963.94378716545
96.59907622,95.17099128,32,Male,22,Sunny,2,2.1659233121476333,188,97729.73617782362
98.83225831,98.67068777,57,Female,39,Sunny,3,1.9665849693579398,163,201525.3481780047
62.58997129,59.87686013,51,Male,23,Cloudy,2,1.3595919308725513,169,57659.77928821797
87.87294826,89.66203019,42,Male,55,Sunny,10,1.9811407828411824,178,1101033.8240775026
54.56481481,50.52448332,31,Male,36,Rainy,6,1.6017015279427198,189,293308.14232031425
83.88367934,83.164439,19,Female,28,Cloudy,2,1.5520675720903898,201,90449.80567092975
90.33488845,86.26539429,34,Female,21,Sunny,7,1.7219883634438133,186,239836.54111119494
66.12459994,63.9809101,38,Female,54,Rainy,1,1.3862851951923567,182,70424.40397492578
94.6017168,93.20738479,59,Female,46,Cloudy,6,1.7096718249664846,161,437092.3731136581
98.55343436,93.66556515,20,Female,29,Rainy,7,2.209018199670017,200,388028.88079756376
88.9874774,88.89183828,38,Male,38,Rainy,10,2.0128381425124893,182,771202.7731709835
63.38305022,64.03490767,29,Female,43,Cloudy,10,1.6241034563470138,191,609439.4480603419
83.32469208,83.33134961,51,Female,37,Sunny,7,1.7382939478143487,169,397785.52681302774
94.19906078,95.96402561,26,Male,58,Sunny,7,1.7189720221409206,194,832837.8381561749
62.99738543,64.81364821,23,Male,39,Rainy,3,1.3709092911712226,197,173627.86122658546
65.66820393,66.68676212,25,Male,51,Cloudy,6,1.3979422357052043,195,462277.88149718964
94.55532999,94.94767338,24,Male,42,Sunny,10,1.9090303089924041,196,898914.0827340722
92.43341736,89.49929066,44,Male,56,Cloudy,7,2.0293316816146207,176,788497.1302237196
64.67074647,65.42648061,47,Female,23,Rainy,2,1.6990841550028173,173,63271.06512134497
83.50797567,88.04480068,40,Female,47,Cloudy,10,1.928554520370324,180,792424.4472803826
80.58458679,78.87334081,32,Male,25,Cloudy,7,1.5085926231373215,188,295284.1056681549
68.305246,69.36847802,53,Female,45,Sunny,1,1.6967430118769355,167,62334.19355986866
69.78069848,67.12343179,25,Male,56,Sunny,3,1.6079937484258633,195,271717.4570141139
67.74106283,68.52139985,54,Female,56,Sunny,9,1.678588305061324,166,689178.1888257578
76.77352423,81.4576435,47,Female,23,Sunny,3,2.054510578467359,173,112732.83525910445
99.64153948,96.58474891,25,Female,28,Sunny,6,1.8052967401002362,195,301012.84134664235
59.34674092,61.97982817,41,Male,54,Sunny,8,1.3742046011629871,179,581225.5639115744
65.97525127,63.92828245,42,Female,21,Sunny,10,1.397179839740823,178,270842.06985503994
73.88480715,78.09651507,18,Female,46,Cloudy,7,1.6039333029121075,202,511564.6238944164
93.12903845,89.29376979,37,Female,55,Sunny,5,1.7464600883336125,183,454887.35176881787
69.19935278,69.66447041,22,Male,31,Sunny,10,1.4665505425950833,198,496173.7597969867
92.11712536,91.09344431,59,Female,42,Cloudy,5,1.749309336839594,161,331044.02353837
91.38030727,90.22574327,26,Male,35,Cloudy,9,1.6370916307976207,194,609573.68520551
65.08479303,62.59713219,57,Male,47,Sunny,5,1.3779238439035804,163,297193.32167010824
50.15819015,54.06357463,59,Male,44,Sunny,4,1.3240553703609728,161,195909.627153564
74.38378032,71.90327768,39,Female,26,Cloudy,6,1.4681150739765982,181,218155.806745486
94.90323751,97.70031136,50,Female,22,Cloudy,1,1.7475118441744413,170,36869.95286636556
80.26295647,80.78738482,50,Male,38,Cloudy,6,1.5492511434384473,170,371709.81774268043
85.98504849,83.1828616,38,Male,27,Sunny,1,1.543892094383394,182,46654.66654964435
76.36589672,78.9208087,20,Female,24,Cloudy,1,1.6505472885389645,200,38450.71843291851
87.94449324,90.70745531,42,Female,45,Cloudy,7,2.0117051535972177,178,544235.2951883362
53.66057009,56.95082171,21,Female,22,Rainy,7,1.7118133451148378,199,217695.4814910178
53.63359222,53.22416226,26,Male,42,Cloudy,9,1.5037574538916405,194,519922.8608816914
89.76122521,85.76374546,59,Male,32,Rainy,10,1.7294300394629913,161,554351.7996370911
71.28493791,75.43835211,31,Male,59,Rainy,4,1.5067262854182886,189,388479.729231218
93.71401564,93.80739843,33,Male,27,Cloudy,4,1.7408177197604706,187,215263.13117181408
82.89342043,78.78408718,22,Female,25,Cloudy,4,1.6370146794976275,198,158799.6601861825
66.79120805,63.96263926,56,Female,56,Cloudy,6,1.3979228244454978,164,413163.0774601463
92.9999723,91.7248578,21,Female,20,Sunny,3,1.7407798716722493,199,104648.18185923978
89.10047579,92.95628773,43,Female,45,Sunny,10,2.1209533920761356,177,800118.5190770234
65.43875139,67.88341227,58,Female,37,Cloudy,7,1.3997522156904274,162,325773.8647675303
86.56802864,89.6707948,54,Male,33,Rainy,8,2.03082755438727,166,516837.49425951747
85.724766,88.90573187,41,Male,44,Rainy,10,1.7282350793341734,179,825464.2459513383
58.50942804,55.0495087,43,Female,35,Sunny,4,1.2796928038737496,177,163365.24926245824
62.6901718,61.78594622,37,Male,20,Sunny,2,1.387164908853254,183,54870.39045072066
98.35717157,97.08327035,26,Female,51,Cloudy,2,2.0001965883879365,194,188945.09620892134
81.97821535,83.90886446,26,Female,37,Rainy,10,1.774154911324471,194,614404.0406402783
78.1128231,80.90884399,31,Male,24,Rainy,10,1.8982587114719651,189,457748.43325666233
76.82958881,72.33797313,27,Male,31,Cloudy,4,1.5161068651982805,193,202340.03931827686
81.33116088,83.0079285,45,Male,34,Cloudy,1,1.5552182133151171,175,57504.31691527045
84.12683543,85.55423418,58,Female,53,Cloudy,2,2.032460376306314,162,171426.29817246852
62.04520943,61.67668212,55,Male,25,Rainy,1,1.3324066025785906,165,31045.785973477643
77.22594745,75.57405369,45,Female,46,Rainy,7,1.9946060931848093,175,505380.687969107
53.48977002,58.22036872,25,Male,32,Rainy,9,1.7080772498584367,195,445283.0069612843
72.98194542,73.78167287,26,Male,21,Sunny,7,1.8971199965688348,194,270427.22079553775
50.93678611,53.93676375,36,Male,60,Sunny,4,1.4755618933929109,184,315528.7143835219
96.33711753,92.45879115,31,Female,60,Sunny,8,1.8295038089580031,189,832852.6664540349
93.18289269,88.39375329,49,Female,28,Cloudy,10,1.806126105960998,171,451454.6132038173
82.23060585,85.68601425,51,Male,54,Sunny,2,1.7447606539390008,169,192680.76643911828
94.76418244,92.95584495,47,Female,22,Sunny,4,2.113972030607272,173,154752.7725334609
62.10348831,62.22239164,44,Female,54,Sunny,2,1.6169938023191082,176,144005.9186289823
83.98043347,88.78364649,56,Male,33,Sunny,1,2.1194479218151425,164,65241.24980028536
95.49701633,95.62595446,50,Female,25,Rainy,3,1.656455315797874,170,122138.70432943513
79.44643791,78.49070499,24,Female,38,Cloudy,4,1.7030437958715265,196,242756.08658453642
50.30306532,49.80409618,23,Female,25,Cloudy,4,1.606233167821744,197,130615.25127676364
52.00194357,53.26396061,25,Male,43,Rainy,5,1.2782835068482927,195,273794.44507416314
62.53222381,59.81304637,30,Female,22,Sunny,2,1.7162903351097147,190,61709.603366416704
64.70361484,68.14123038,29,Female,28,Sunny,10,1.492988034311451,191,396102.74209899333
53.61418869,53.10750732,21,Female,55,Sunny,1,1.418927973457684,199,70803.26035008769
95.86157885,100.2106216,19,Male,35,Cloudy,5,1.907708307665309,201,391742.7350241618
97.42408416,93.12630188,55,Female,43,Sunny,8,1.752779722635056,165,555076.0166155049
83.74825425,83.54721749,22,Male,45,Rainy,7,1.5576128454514764,198,576528.2703323935
69.96176201,73.76155933,54,Female,53,Rainy,5,1.8633895605196409,166,390377.9196179761
52.33453267,50.01673436,25,Female,49,Rainy,1,1.2491894489081048,195,58253.48506103389
63.71154223,64.19387383,49,Male,35,Rainy,6,1.6935398183976411,171,311414.05817540304
60.23423892,64.69902765,45,Male,34,Sunny,6,1.6422118476776155,175,303504.5371820177
66.32316379,66.62741951,38,Female,44,Rainy,4,1.5042784009867958,182,240272.06664290355
63.83086331,66.08157135,18,Female,46,Rainy,4,1.3754036688577296,202,258852.91982694573
60.72269398,57.8542389,19,Male,26,Rainy,6,1.4943272754352435,201,229741.18409184902
70.23964658,69.73198539,35,Female,30,Sunny,4,1.4409542894075897,185,166471.47693117618
65.12658155,61.63224609,20,Female,29,Rainy,4,1.493119075133975,200,161643.06161220535
70.7639566,74.74104573,41,Female,45,Rainy,9,1.8242386989221222,179,618168.7525105103
84.51337903,79.53970942,30,Male,42,Sunny,1,1.5354785869096554,190,72261.90976022271
81.79779364,78.14203924,49,Female,43,Sunny,6,1.59096533381284,171,374327.94229501445
75.46888386,75.84323765,45,Male,38,Cloudy,8,1.612186768637717,175,493287.8146601524
63.14388016,66.03618538,19,Female,51,Rainy,2,1.3977941362338415,201,143717.61542063864
90.18132309,91.94554635,52,Male,39,Cloudy,1,2.224358267250509,168,81604.4586592743
50.91885804,53.7286943,38,Male,23,Rainy,2,1.3709944508539331,182,57517.459507087515
57.85001071,60.77398706,29,Female,22,Rainy,4,1.3839775378160142,191,115522.55436121146
78.82325975,83.34290584,56,Female,24,Sunny,1,1.7258683251289244,164,36251.0125782581
63.26311162,61.5858603,60,Female,34,Rainy,3,1.423057690204216,160,122210.35370717537
80.9040732,83.03394996,51,Female,38,Rainy,8,1.720299869549135,169,464368.1577993984
94.38619435,89.98854102,50,Female,44,Rainy,6,2.1382943870576736,170,455574.4089395156
50.00198366,50.16811702,40,Male,34,Cloudy,2,1.6423950339934252,180,89866.73555606617
65.78408675,62.03214174,35,Female,56,Rainy,4,1.710314975369776,185,313490.1938648114
87.13101641,90.96877126,43,Male,57,Sunny,9,1.9138696476087114,177,1016471.3699707697
88.3759362,87.95723588,33,Male,49,Sunny,2,1.7775984096907869,187,189380.44945770697
52.72325741,56.11222921,30,Female,43,Sunny,6,1.6172199527611215,190,345095.0014165284
94.40594945,94.51110484,39,Female,25,Sunny,2,1.8836861064584849,181,86811.65711181593
80.93375638,79.826396,20,Female,33,Cloudy,8,1.7977907116928686,200,437211.257021735
58.62827071,53.65426168,57,Male,49,Cloudy,5,1.6119191211939878,163,307999.0868470489
99.16560427,97.52013481,41,Male,44,Cloudy,10,1.991130379035094,179,931755.3145773452
52.8107861,55.87864818,37,Male,51,Rainy,7,1.3711977809881055,183,458729.67212062376
74.13210119,76.95944138,38,Male,55,Sunny,6,1.5809429074666153,182,548577.5253621594
94.25687438,94.71039826,25,Female,41,Cloudy,1,2.1692538848031875,195,77373.76115511215
89.96948637,86.00654242,60,Male,23,Rainy,8,1.5813205835992656,160,305227.9210240851
56.81633811,54.23434284,49,Female,57,Rainy,10,1.5295582883265733,171,690147.5218000797
89.85385149,89.05556796,23,Female,36,Sunny,5,1.6644969876046742,197,303688.9806634887
56.80430954,57.59200967,50,Female,41,Rainy,7,1.6575415074395135,170,366542.8169854731
53.91809708,54.11899505,58,Female,35,Cloudy,9,1.5414139532488724,162,369942.73783231294
87.37531409,83.51869664,36,Female,41,Cloudy,7,1.9185793586974242,184,475956.8603953535
93.34147527,97.25088806,20,Male,47,Sunny,4,2.0508253866674355,200,425234.05107548623
88.62378816,87.60606262,33,Female,48,Rainy,8,1.9292045427372957,187,657586.1101006672
98.31730559,98.61219152,35,Female,58,Rainy,10,2.0069399254024636,185,1061202.7558475714
75.34583008,79.6693494,41,Female,47,Rainy,5,1.5180706894455434,179,347109.9867706269
70.71203346,72.51430384,55,Female,47,Cloudy,5,1.7982076309553878,165,337710.8605444379
98.24708755,102.7281355,22,Male,57,Sunny,7,2.1147515871841684,198,939479.8610752898
88.49108128,86.74888619,28,Female,28,Cloudy,7,1.876424295880447,192,335127.8947026877
97.24204683,98.8286117,47,Male,51,Rainy,4,1.8284597573987325,173,412697.6606981926
95.32541933,92.6445802,60,Female,39,Sunny,1,2.0336142892544746,160,65305.154456897006
95.3134043,99.14109166,23,Male,58,Sunny,8,1.9657907534000276,197,1034426.3750119219
54.92112116,53.14876364,36,Male,43,Rainy,2,1.3222478451690491,184,105829.08255482679
86.47811476,85.13365695,40,Male,21,Rainy,6,1.6729025513567273,180,227385.0856059607
61.44880756,60.67761872,52,Female,35,Rainy,2,1.669273260885772,168,91046.18575683764
84.32784448,84.3597985,25,Male,20,Sunny,9,1.5898776274954738,195,331125.748909124
71.21666071,75.56959636,26,Female,58,Rainy,2,1.5250496385055712,194,174726.79052379375
59.47663022,55.6467018,51,Male,39,Sunny,3,1.3057353175776953,169,137001.88042165592
71.04209635,69.31117428,41,Male,43,Cloudy,7,1.5820489966640985,179,464561.0267138065
81.00384304,77.18832301,32,Female,33,Rainy,10,1.6569120057691866,188,506914.5715460521
71.39714342,68.10283161,40,Male,54,Rainy,4,1.42009732832853,180,314314.6340759108
95.64659997,93.86069315,34,Male,28,Cloudy,10,1.644386335606226,186,543742.2784046339
58.43582863,57.79361018,32,Female,59,Rainy,5,1.4958525323163496,188,385525.3602145893
52.51310546,52.03287933,59,Male,32,Sunny,4,1.6207954893901948,161,157225.37468702268
60.74677687,65.26734508,20,Male,29,Sunny,8,1.700431727288441,200,386337.027447296
72.40048658,69.95705553,45,Male,29,Cloudy,6,1.4278359364709114,175,253227.4441595173
69.25756678,65.49585117,41,Male,30,Sunny,5,1.661885555789697,179,229588.76945219486
76.4728913,77.82270868,31,Male,56,Sunny,3,1.6719606636399602,189,295233.0781120185
55.86935436,60.34996664,40,Male,31,Sunny,5,1.580228750796096,180,221362.05349038463
62.18611751,57.74766418,57,Male,42,Rainy,3,1.4444906619396358,163,155185.32023622072
55.9172999,57.99588643,23,Male,60,Rainy,3,1.6928180559183936,197,278486.1495968305
78.68258799,74.87186334,28,Female,47,Rainy,2,1.956009850849759,192,152718.5073772341
65.17692636,63.6685477,44,Female,48,Cloudy,9,1.8050864408745992,176,606973.7548648156
76.3107106,73.250087,57,Male,20,Cloudy,8,1.6118764851132745,163,243143.0305191777
62.42305122,58.96431354,26,Female,46,Sunny,7,1.5126230187759706,194,434335.0511638186
99.70866608,97.04468685,37,Female,31,Sunny,4,1.9208548827946046,183,220699.67168697307
88.29835948,85.70079488,27,Male,47,Rainy,3,1.580546957834269,193,259682.66580415564
67.49903908,62.5128016,44,Male,57,Cloudy,4,1.4768408586373205,176,315733.01628971705
84.84604231,85.97722327,51,Male,58,Cloudy,8,2.1092152505639272,169,910778.2961267319
51.10974454,53.71361709,49,Male,44,Rainy,9,1.2486470156017415,171,447090.3482530343
86.66407334,84.27905982,21,Female,54,Rainy,2,1.6334010345555534,199,177338.06351937182
81.06183237,80.93289715,40,Female,47,Cloudy,7,1.961416234846415,180,536410.2360859833
66.51978908,65.32263367,49,Male,53,Rainy,8,1.5730063918809065,171,610645.6864740301
62.44719607,59.25633847,29,Female,20,Sunny,8,1.5783254953611372,191,217429.05604719528
70.95750054,72.5267403,53,Female,27,Rainy,3,1.8457224860533157,167,118305.57009240678
85.61803287,87.19014511,60,Female,40,Rainy,6,1.594129274017667,160,357096.36502148234
92.12523142,93.8517109,28,Female,35,Rainy,8,2.0361826858232472,192,511002.5666928958
60.89769823,64.99058591,56,Male,34,Rainy,3,1.6567177743712904,164,146491.1494144193
53.93165719,52.29312335,57,Female,37,Cloudy,9,1.2922169144875473,163,361193.8818046555
62.01067343,61.33974324,44,Male,48,Rainy,4,1.7050572198080645,176,283891.1039946567
84.05208478,87.9623977,33,Male,39,Rainy,1,2.1511248242114056,187,82359.3437599122
86.92578186,88.48928547,40,Female,31,Cloudy,3,1.9016681344708393,180,156406.4896044145
52.36141136,50.6965807,23,Male,60,Cloudy,8,1.64278582379149,197,684166.0840682094
85.42447773,90.34982069,27,Male,20,Cloudy,6,1.6384057780680774,193,231812.45768145606
73.86520142,74.2682903,19,Male,51,Sunny,2,1.9558690953402191,201,195237.47212829287
87.99204433,90.70079059,20,Female,21,Sunny,4,1.965611599712095,200,151926.5734708291
54.22898188,57.50981734,32,Female,21,Cloudy,3,1.4860475044465795,188,81975.83926269341
87.32183699,92.17909408,30,Female,57,Rainy,5,1.96512227458651,190,506977.3696330282
83.02538345,79.67659428,20,Female,26,Rainy,8,1.8459752606250048,200,347286.28543414763
72.2001524,68.09440414,47,Male,34,Sunny,2,1.5904372748651303,173,101799.71147205221
75.85824346,74.46390873,55,Male,35,Rainy,7,1.8530907243359445,165,407439.46484683437
59.85375441,55.0441911,59,Male,25,Rainy,3,1.3572004085928824,161,85662.48781878182
80.88796667,84.45307345,30,Female,34,Cloudy,2,1.920405931385144,190,115162.91828599818
92.0311071,92.54630779,42,Male,54,Rainy,1,1.79726795669148,178,105423.10800545904
71.82743954,69.9699074,39,Male,43,Rainy,3,1.535495144426658,181,198818.66603301177
72.88426701,75.84913968,19,Male,33,Rainy,5,1.7390349567416663,201,302150.11200549215
55.57157457,59.31406913,48,Male,60,Cloudy,4,1.452567120592026,172,313820.0508736136
98.29534994,96.14916494,55,Male,21,Sunny,2,1.8222791685001072,165,81427.46369790405
57.18028096,61.96106024,31,Male,43,Cloudy,5,1.3505520266871347,189,298978.40695312375
70.29440228,65.75093487,54,Male,59,Cloudy,3,1.592375400461656,166,252552.49055688415
52.29393457,53.1318779,59,Female,36,Rainy,9,1.3884895257996417,161,360802.35973102535
50.96032937,49.68348318,46,Female,33,Cloudy,4,1.6369052532462645,174,160373.32296759216
57.66508516,60.52993807,23,Female,37,Sunny,4,1.462018898274105,197,201377.20521875395
65.57442781,65.32759707,25,Female,32,Rainy,1,1.6159340432941516,195,46209.39701500218
95.28891763,99.92406098,53,Female,32,Cloudy,10,2.014654126901706,167,565197.0049267866
54.41145071,59.22889208,58,Female,34,Sunny,9,1.530446319891082,162,372792.0994996013
80.61645307,79.47910085,42,Male,43,Sunny,3,1.5437347053576584,178,213565.66609532817
80.94300151,84.19846056,51,Male,21,Sunny,7,1.9671390205524206,169,275018.15343655774
72.41316644,70.83781897,53,Female,20,Rainy,10,1.4248773115442512,167,262913.46062639984
53.28782969,53.46310224,57,Female,48,Cloudy,4,1.4203732878436268,163,217956.08658954923
77.79297062,78.80257723,53,Male,21,Cloudy,1,1.8508539866204963,167,36359.90306191922
93.05665021,97.87553557,51,Female,44,Rainy,1,1.7542996020745554,169,73713.20414209343
96.91194655,101.2813685,35,Male,55,Sunny,9,1.971937977329388,185,1085468.9319118622
84.34689726,86.43027384,24,Female,37,Rainy,9,1.826713970713152,196,569033.640198363
77.96585706,75.36369145,60,Female,35,Sunny,9,1.9118362790055494,160,465244.89923333185
85.35480248,82.43411709,20,Male,42,Cloudy,9,1.5629995627162594,200,691466.0848712554
93.80962029,98.51293432,55,Female,35,Cloudy,2,2.3047073781597884,165,128407.33145876597
91.79718555,89.758766,55,Male,57,Cloudy,6,1.8031210550317363,165,630628.4999848118
80.30964278,80.42854752,26,Female,52,Rainy,4,1.610969658290169,194,328185.3492435927
64.23481725,63.92684765,19,Male,41,Sunny,10,1.3681039717292671,201,612326.8303399694
93.6655096,98.25978754,37,Female,25,Rainy,1,2.259913449187956,183,47402.81104852022
86.71838641,87.6179446,57,Female,51,Sunny,4,1.6937460142409582,163,313284.56438132195
72.76037119,67.83233957,21,Male,39,Cloudy,1,1.7739906798076148,199,67440.08623789961
50.41811398,52.53138995,26,Male,42,Rainy,2,1.483241621912876,194,113931.77758335568
97.36866139,97.07802956,43,Male,49,Sunny,6,1.7106763765789568,177,577933.1328098552
57.75017751,57.43759929,40,Male,58,Sunny,3,1.7302662615203497,180,254236.3236069638
93.91694574,98.11700642,37,Male,41,Sunny,6,1.9960448241603306,183,529069.3577463276
62.68758024,57.84967869,28,Male,30,Rainy,3,1.6033114957949153,192,132646.25990177187
60.32755977,60.31021044,47,Male,44,Sunny,5,1.5614807175455345,173,303352.1668352521
73.82572676,73.80492609,24,Male,45,Sunny,5,1.7557856643085357,196,401283.0304041142
80.94072254,76.79031291,55,Female,47,Rainy,10,1.5366205579878018,165,655916.9940013937
52.06492004,51.33896431,53,Male,33,Rainy,1,1.2756047832011783,167,35885.25073053742
52.40148481,55.56740153,60,Female,22,Cloudy,6,1.5194522826697474,160,154750.3424437077
52.07310953,49.07873083,28,Female,59,Sunny,10,1.5236511625084164,192,738804.5809367691
69.0124075,66.00708105,55,Female,26,Rainy,2,1.6288938228157237,165,68870.97280843837
73.51135315,71.73504625,57,Female,41,Sunny,6,1.7849318333534843,163,348603.8582430782
93.97480086,98.93665626,37,Female,24,Cloudy,1,1.8545158720214059,183,42642.702662122836
82.41664063,80.68537311,60,Female,49,Rainy,7,1.5493534589508444,160,484960.9589287816
58.07323511,62.42981446,24,Female,59,Rainy,7,1.5272935553136928,196,575770.3365898422
93.27433048,95.52843954,34,Male,43,Sunny,5,1.6661157589239148,186,424562.1033033678
86.89636961,89.18733918,21,Female,36,Sunny,6,1.755596488970248,199,372656.6174189757
69.25537078,72.66345268,23,Male,60,Sunny,5,1.5249124709676418,197,498920.6311113995
86.52345191,85.68941036,35,Female,22,Sunny,2,1.6932026888058551,185,70970.55550600286
98.16832677,94.39710414,59,Female,52,Cloudy,10,1.7063668375498977,161,828695.6434928798
74.21301112,76.33797874,28,Male,36,Sunny,9,1.5091647184689472,192,543138.7120616611
73.91160357,73.28364293,25,Female,51,Rainy,6,1.5183391572228353,195,455137.76502689143
86.6201654,85.91298907,52,Male,57,Rainy,2,2.0767727280347237,168,221248.64033003058
80.19099402,75.37599195,30,Female,25,Sunny,7,1.5871591848338258,190,263619.42477905465
53.89784051,58.04186277,20,Male,60,Sunny,9,1.6047717515685616,200,822170.951518019
68.69470523,65.11266809,20,Female,42,Sunny,5,1.5115308632576212,200,300586.0416857426
54.48184146,51.90804199,44,Female,30,Sunny,9,1.3294833597487825,176,310213.96446555975
81.98272155,86.77883901,18,Male,27,Sunny,10,1.633062289278483,202,521763.8486872629
58.76871122,56.9072493,46,Female,51,Sunny,10,1.3255175500916652,174,604492.6323607039
89.99708263,93.98922837,55,Male,45,Cloudy,7,1.6811119599471103,165,580250.8914462252
78.47975398,77.44372053,43,Male,28,Cloudy,8,1.9069608957225483,177,402508.9729466761
60.28849276,62.65306402,32,Male,39,Sunny,6,1.6144121475332696,188,355871.29225685453
61.02550012,56.44362689,33,Female,59,Rainy,9,1.3686907856139925,187,664099.1979378088
72.58694844,76.23634834,26,Female,45,Rainy,9,1.8369524455880808,194,651668.6442009828
79.41736444,77.65963174,31,Female,23,Rainy,1,1.5156856670977663,189,34523.94379043337
58.2315925,62.17004347,38,Female,37,Sunny,3,1.4813361311418174,182,146171.1631188256
55.85416554,53.71646991,18,Male,26,Rainy,7,1.3045920018819372,202,242403.84333390897
51.27262971,55.44037749,59,Female,50,Sunny,4,1.428036775224886,161,229437.19272293992
64.0814564,65.52526328,34,Female,20,Cloudy,3,1.5744065082384051,186,83642.17474814507
62.77461963,60.17674963,27,Male,52,Sunny,9,1.5738063607749349,193,700380.9948699726
60.09182877,60.91245999,36,Female,46,Rainy,9,1.4860418396091106,184,544553.359687511
98.22384341,95.43071171,47,Female,31,Sunny,8,2.0409612260167096,173,436187.5035925819
98.87045977,103.0173396,31,Male,53,Sunny,8,1.8344351486919324,189,921285.7400268663
53.20279583,54.44830127,51,Female,20,Rainy,8,1.5472821791628046,169,193535.1137517323
68.48553972,64.40383754,34,Female,47,Rainy,10,1.8283329991944037,186,687296.4389749189
94.81500957,92.78231333,48,Female,36,Rainy,8,1.8093996111187873,172,477579.7586554878
86.70048106,90.03341344,19,Male,51,Sunny,5,1.6548333324996363,201,505111.94481117517
73.4976714,74.42665273,38,Male,25,Sunny,10,1.9383687409844756,182,449988.2563555649
91.22675842,86.6075346,57,Male,32,Sunny,10,1.7224065136411706,163,560523.8486184314
76.9053769,72.42676386,50,Female,44,Rainy,6,1.7678562575996735,170,382405.36066069885
75.1908148,78.21680949,38,Male,56,Rainy,10,1.500818644791126,182,918819.7000487632
70.58180151,71.7716695,31,Female,20,Sunny,9,1.8414110692764458,189,278550.8598831017
62.50178427,67.19348408,20,Female,46,Rainy,5,1.527110545306077,200,334748.898671424
86.25317705,91.1852405,52,Female,33,Sunny,5,1.6348806287691147,168,259397.97471986833
85.56099703,88.45929477,58,Male,59,Rainy,6,1.701615620592574,162,623319.8399580475
89.68820626,88.16798851,35,Female,54,Sunny,1,1.6095655394734234,185,86938.69286956519
86.57608848,88.67683328,50,Male,42,Cloudy,2,1.9679185331033429,170,162701.24971703015
88.22667273,87.3321756,20,Male,30,Cloudy,5,1.7024731805272557,200,294274.2053772345
78.37256774,75.1226164,31,Female,50,Rainy,9,1.8742073241415043,189,714893.0682914271
87.23383601,86.66316475,30,Female,58,Rainy,3,1.8917748064826425,190,296694.2067915336
78.69597594,76.75243837,44,Male,43,Cloudy,3,1.815891838154785,176,224237.20538656492
77.97463454,76.0689405,53,Male,54,Sunny,5,1.7544978969343195,167,445111.2368866656
73.17033823,74.22228635,55,Male,26,Cloudy,1,1.6282376244314933,165,40348.729361086225
77.95213005,78.93531749,56,Male,43,Sunny,10,2.002450561752736,164,769236.6633894274
82.8251568,79.83172621,58,Male,20,Rainy,2,1.543547003554703,162,62773.9937216509
58.84049663,56.88159692,42,Female,59,Sunny,3,1.434414688117752,178,218789.48708636715
99.89751539,98.69415342,49,Female,33,Cloudy,10,2.103373911176242,171,593892.1145378561
93.53756615,94.89654821,29,Female,36,Sunny,4,1.7481557419298812,191,250719.84434127563
69.96454284,70.03788724,34,Female,48,Sunny,10,1.618175449467845,186,695675.566825641
98.68334914,102.0587223,57,Male,54,Rainy,9,1.7925868329272896,163,968265.6361546046
99.52164206,104.3096,53,Female,33,Cloudy,4,2.304794099012874,167,250361.6389657929
57.72276509,54.00547999,22,Female,23,Sunny,10,1.4275416697917147,198,297614.0390368707
89.04743724,89.07401281,39,Female,54,Rainy,10,1.762883176476539,181,890207.066444311
69.30552482,67.08636583,40,Female,29,Sunny,2,1.6341086061178696,180,81257.27331830891
54.07015366,50.85065956,42,Male,59,Cloudy,9,1.2632827100439517,178,603971.962756644
56.68465318,53.52397647,53,Male,56,Rainy,2,1.2959379866678196,167,126163.78348789341
69.28233025,64.48619313,35,Male,49,Sunny,7,1.484117463197831,185,502775.0594832785
55.08419543,52.38671041,18,Male,20,Cloudy,7,1.2290021780639762,202,178891.8466461941
76.58574854,73.10482128,48,Female,49,Cloudy,2,1.8541372689563276,172,146036.17081328537
84.00750823,80.92645939,47,Female,43,Cloudy,4,1.7161031187607243,173,262138.09918148123
99.74958033,101.3030225,41,Female,32,Sunny,1,1.8470296308141207,179,56928.69851787887
66.90749472,69.90553513,23,Female,52,Cloudy,2,1.4857115102502616,197,151288.0625591547
83.06416988,82.79792302,31,Male,38,Sunny,2,1.8532956828015574,189,145237.168338531
78.31256319,77.51848575,58,Male,37,Sunny,2,1.6228922801514913,162,116656.34975397139
86.52566647,84.62489573,46,Male,37,Sunny,8,1.8612178191566426,174,548824.8952143925
82.70111366,84.35182671,27,Female,35,Sunny,5,1.7917479836588048,193,291509.37671185186
56.65742582,52.18864389,19,Female,55,Cloudy,1,1.4562932405509807,201,71448.90697854382
88.70073262,92.46308955,40,Female,51,Sunny,9,2.0519453333759534,180,810177.1606870627
84.85474461,87.60939677,35,Female,57,Cloudy,9,1.7264432748028642,185,841842.8590731182
66.32450778,69.86726674,44,Female,51,Cloudy,6,1.7181521756437568,176,439238.26282511995
74.92486399,71.69591841,37,Female,26,Rainy,7,1.4599330614730464,183,255280.9204366548
